run_id,gpu_index,row_id,kind,variant,value,unit,cv_pct,n_reps,n_rejected,bench_src,git_sha,notes,rep_values
20260610T023852-40557,0,x.pcie.bw,bandwidth,h2d_pageable_gpu1,9.50855,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023852-40557,0,x.pcie.bw,bandwidth,d2h_pageable_gpu1,11.5668,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023852-40557,0,x.pcie.lat,time_us,h2d_4b_gpu1,4.15,us,6.410,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 4.07 us; p90 4.34 us,
20260610T023852-40557,0,x.pcie.lat,time_us,h2d_4096b_gpu1,4.784,us,7.170,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 4.71 us; p90 5.05 us,
20260610T023852-40557,0,x.pcie.lat,time_us,h2d_65536b_gpu1,10.894,us,3.461,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 10.73 us; p90 11.11 us,
20260610T023852-40557,0,x.nccl.allreduce,time_us,20480b_cold,6335.35,us,0.000,1,0,bench/x/nccl_pcie.cu,d05d32f,first call on fresh comms; one sample per invocation; ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; p10 6335.35 us; p90 6335.35 us,
20260610T023852-40557,0,x.nccl.allreduce,time_us,4096b_steady,20.594,us,3.360,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 20.30 us; p90 20.99 us,
20260610T023852-40557,0,x.nccl.allreduce,time_us,16384b_steady,23.717,us,2.943,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 23.46 us; p90 24.16 us,
20260610T023852-40557,0,x.nccl.allreduce,time_us,20480b_steady,24.746,us,2.109,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 24.53 us; p90 25.05 us,
20260610T023852-40557,0,x.nccl.allreduce,time_us,65536b_steady,28.032,us,4.010,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 27.60 us; p90 28.72 us,
20260610T023856-40580,1,x.pcie.bw,bandwidth,h2d_pinned_gpu0,12.2046,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.bw,bandwidth,d2h_pinned_gpu0,13.1642,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.bw,bandwidth,h2d_pageable_gpu0,9.5685,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.bw,bandwidth,d2h_pageable_gpu0,11.6795,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.lat,time_us,h2d_4b_gpu0,3.877,us,8.718,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 3.83 us; p90 4.16 us,
20260610T023856-40580,1,x.pcie.lat,time_us,h2d_4096b_gpu0,4.714,us,8.994,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 4.55 us; p90 4.97 us,
20260610T023856-40580,1,x.pcie.lat,time_us,h2d_65536b_gpu0,10.899,us,4.276,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 10.71 us; p90 11.17 us,
20260610T023856-40580,1,x.pcie.bw,bandwidth,h2d_pinned_gpu1,12.2261,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.bw,bandwidth,d2h_pinned_gpu1,13.1651,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.bw,bandwidth,h2d_pageable_gpu1,9.57156,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.bw,bandwidth,d2h_pageable_gpu1,11.0149,GB/s,0.000,10,0,bench/x/nccl_pcie.cu,d05d32f,256 MiB cudaMemcpyAsync,
20260610T023856-40580,1,x.pcie.lat,time_us,h2d_4b_gpu1,3.843,us,8.197,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 3.80 us; p90 4.12 us,
20260610T023856-40580,1,x.pcie.lat,time_us,h2d_4096b_gpu1,4.624,us,8.413,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 4.47 us; p90 4.86 us,
20260610T023856-40580,1,x.pcie.lat,time_us,h2d_65536b_gpu1,10.761,us,3.187,1000,0,bench/x/nccl_pcie.cu,d05d32f,pinned small transfer; p10 10.61 us; p90 10.95 us,
20260610T023856-40580,1,x.nccl.allreduce,time_us,20480b_cold,9947.96,us,0.000,1,0,bench/x/nccl_pcie.cu,d05d32f,first call on fresh comms; one sample per invocation; ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; p10 9947.96 us; p90 9947.96 us,
20260610T023856-40580,1,x.nccl.allreduce,time_us,4096b_steady,21.248,us,3.450,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 20.89 us; p90 21.63 us,
20260610T023856-40580,1,x.nccl.allreduce,time_us,16384b_steady,24.431,us,2.607,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 24.18 us; p90 24.82 us,
20260610T023856-40580,1,x.nccl.allreduce,time_us,20480b_steady,25.49,us,2.542,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 25.19 us; p90 25.84 us,
20260610T023856-40580,1,x.nccl.allreduce,time_us,65536b_steady,28.404,us,2.489,500,0,bench/x/nccl_pcie.cu,d05d32f,ALGO=Ring PROTO=LL channels=2 NCCL 2.30.4; 2-rank; p10 28.15 us; p90 28.86 us,
